selection,method,primary_method,shared_rank,gene,gene_short_name,scsketch_correlation,orientation_adjusted_scsketch_correlation,method_pseudotime_correlation,method_q_value,path_progress_pseudotime_spearman_r
Selection 2,PAGA/DPT,True,9,WBGene00012616,dct-14,0.6202545212760455,0.6202545212760455,0.7936434353812608,1.3391582608648621e-213,0.8745469208633169
Selection 2,PAGA/DPT,True,10,WBGene00016297,fbxc-15,0.6121572647958399,0.6121572647958399,0.6368631105995102,4.569033367679334e-112,0.8745469208633169
Selection 2,PAGA/DPT,True,11,WBGene00016397,maph-9,0.6115233071473402,0.6115233071473402,0.7155816698718692,2.2811503705384636e-154,0.8745469208633169
Selection 2,PAGA/DPT,True,12,WBGene00011545,T06G6.3,0.6069166800363553,0.6069166800363553,0.7910600631922398,2.8625826600259845e-211,0.8745469208633169
Selection 2,PAGA/DPT,True,13,WBGene00249817,F42G8.19,0.6037113347379015,0.6037113347379015,0.7829507224791462,4.562107345912372e-204,0.8745469208633169
Selection 2,PAGA/DPT,True,14,WBGene00044020,ZK856.14,0.5984266307978833,0.5984266307978833,0.7633410390728976,6.5758663166743e-188,0.8745469208633169
Selection 2,PAGA/DPT,True,15,WBGene00021911,Y55B1BR.1,0.5876471782305159,0.5876471782305159,0.7726387018673893,2.285481496349422e-195,0.8745469208633169
Selection 2,PAGA/DPT,True,16,WBGene00044387,C27A2.8,0.5817137593625114,0.5817137593625114,0.7679478523341077,1.46356472773774e-191,0.8745469208633169
Selection 2,PAGA/DPT,True,17,WBGene00022295,cng-2,0.5792020144709612,0.5792020144709612,0.7149915843472331,5.190593899961325e-154,0.8745469208633169
Selection 2,PAGA/DPT,True,18,WBGene00017985,neg-1,0.5707970164807449,0.5707970164807449,0.6743495640821937,1.6301009619568767e-130,0.8745469208633169
Selection 2,PAGA/DPT,True,19,WBGene00009529,F38B2.2,0.56487375959814,0.56487375959814,0.7503470560862315,4.377595410531031e-178,0.8745469208633169
Selection 2,PAGA/DPT,True,20,WBGene00010236,F58B4.3,0.5557764333964569,0.5557764333964569,0.7298147254682632,1.331833646149366e-163,0.8745469208633169
Selection 2,PAGA/DPT,True,21,WBGene00003377,mls-2,0.5399898178932975,0.5399898178932975,0.555925471650517,9.264564630467356e-80,0.8745469208633169
Selection 2,PAGA/DPT,True,22,WBGene00194689,Y38H6C.24,0.5198215035868353,0.5198215035868353,0.6809292061103241,4.716967474833953e-134,0.8745469208633169
Selection 2,PAGA/DPT,True,23,WBGene00016016,C23G10.10,0.5197606543018988,0.5197606543018988,0.68930526966199,1.1315946653444051e-138,0.8745469208633169
Selection 2,PAGA/DPT,True,24,WBGene00219421,Y66D12A.30,0.5128745847755597,0.5128745847755597,0.6713891160033227,5.937321685464935e-129,0.8745469208633169
Selection 2,PAGA/DPT,True,25,WBGene00219300,W10G6.6,0.5050873031113999,0.5050873031113999,0.6091069613878205,6.457073393600797e-100,0.8745469208633169
Selection 2,PAGA/DPT,True,26,WBGene00016328,pde-5,0.5008370042495663,0.5008370042495663,0.572214751359575,1.5196659645817477e-85,0.8745469208633169
Selection 2,PAGA/DPT,True,27,WBGene00012328,W07G1.1,0.4999552698076659,0.4999552698076659,0.6419041750867038,2.2398335383103574e-114,0.8745469208633169
Selection 2,PAGA/DPT,True,28,WBGene00017411,F13A2.2,0.4982701379908153,0.4982701379908153,0.5972113569486291,4.603292223007144e-95,0.8745469208633169
Selection 2,PAGA/DPT,True,29,WBGene00022144,pghm-1,0.4952012011376133,0.4952012011376133,0.6557515110722056,5.176661637259828e-121,0.8745469208633169
Selection 2,PAGA/DPT,True,30,WBGene00010864,xbx-3,0.4903222045715442,0.4903222045715442,0.6521034309954816,3.136055116184477e-119,0.8745469208633169
Selection 2,PAGA/DPT,True,31,WBGene00269432,ZC132.11,0.4859322624117085,0.4859322624117085,0.6282330728765756,3.735950662745007e-108,0.8745469208633169
Selection 2,PAGA/DPT,True,32,WBGene00044144,M153.4,0.4844751043541005,0.4844751043541005,0.6436232739653608,3.574992584625432e-115,0.8745469208633169
Selection 2,PAGA/DPT,True,33,WBGene00006063,sto-1,-0.4830912694817887,-0.4830912694817887,-0.6658153756290641,4.494525225895652e-126,0.8745469208633169
Selection 2,PAGA/DPT,True,34,WBGene00007058,dmd-6,0.4814143521696249,0.4814143521696249,0.622265473791183,1.6113602852675191e-105,0.8745469208633169
Selection 2,PAGA/DPT,True,35,WBGene00012853,Y44A6D.2,0.4764222708077137,0.4764222708077137,0.638555130819371,7.882751081689792e-113,0.8745469208633169
Selection 2,PAGA/DPT,True,36,WBGene00016254,fbxb-114,0.4753009371883336,0.4753009371883336,0.576494132247495,4.119960689794133e-87,0.8745469208633169
Selection 2,PAGA/DPT,True,37,WBGene00010239,F58B4.6,0.4629219080000855,0.4629219080000855,0.631530523325588,1.233070479087935e-109,0.8745469208633169
Selection 2,PAGA/DPT,True,38,WBGene00044238,C30H6.12,0.461767406987954,0.461767406987954,0.6191748466402771,3.438676634716697e-104,0.8745469208633169
Selection 2,PAGA/DPT,True,39,WBGene00009716,F44G4.7,0.4606737246402992,0.4606737246402992,0.624418076052692,1.842093813425047e-106,0.8745469208633169
Selection 2,PAGA/DPT,True,40,WBGene00016321,tppp-1,0.4589077830749194,0.4589077830749194,0.596074567577176,1.2960538816923436e-94,0.8745469208633169
Selection 2,PAGA/DPT,True,41,WBGene00044419,fbxc-17,0.4543030122929026,0.4543030122929026,0.5804916382828047,1.3234352719658313e-88,0.8745469208633169
Selection 2,PAGA/DPT,True,42,WBGene00004924,snt-4,0.449449411437172,0.449449411437172,0.6031043311532444,1.9531127125483257e-97,0.8745469208633169
Selection 2,PAGA/DPT,True,43,WBGene00011289,R102.2,0.4391087150351009,0.4391087150351009,0.5872499008976919,3.531308227804091e-91,0.8745469208633169
Selection 2,PAGA/DPT,True,44,WBGene00194684,Y48A6B.14,0.423611797481027,0.423611797481027,0.5589342829480142,8.287613924335211e-81,0.8745469208633169
Selection 2,PAGA/DPT,True,45,WBGene00001676,gpa-14,0.4167776969724479,0.4167776969724479,0.5695473813104779,1.3805432040470214e-84,0.8745469208633169
Selection 2,Slingshot,True,1,WBGene00007883,C33A12.4,0.8356265479444619,0.8356265479444619,0.8792853208077077,0.0,0.8533437122540379
Selection 2,Slingshot,True,2,WBGene00002253,lbp-1,-0.8198022695283009,-0.8198022695283009,-0.8126608637806295,6.017491145999695e-232,0.8533437122540379
Selection 2,Slingshot,True,3,WBGene00001898,his-24,-0.7970503380483802,-0.7970503380483802,-0.824549384634557,1.7972266276211828e-244,0.8533437122540379
Selection 2,Slingshot,True,4,WBGene00016088,clec-266,-0.7538295779659488,-0.7538295779659488,-0.7447539458745314,9.074194061885273e-174,0.8533437122540379
Selection 2,Slingshot,True,5,WBGene00001858,hil-7,0.7504148964023868,0.7504148964023868,0.6609940539455942,1.358208088318606e-123,0.8533437122540379
Selection 2,Slingshot,True,6,WBGene00007934,C34E7.4,-0.7289791057745593,-0.7289791057745593,-0.6331346226082912,2.645087296409384e-110,0.8533437122540379
Selection 2,Slingshot,True,7,WBGene00010647,K08C7.4,0.7166745099727477,0.7166745099727477,0.8205137509402192,3.6505483510092095e-240,0.8533437122540379
Selection 2,Slingshot,True,8,WBGene00020772,T24E12.2,0.6952545922248315,0.6952545922248315,0.6285294005555797,3.0502085726859926e-108,0.8533437122540379
Selection 2,Slingshot,True,9,WBGene00009156,clec-196,-0.6589553909894867,-0.6589553909894867,-0.6278893363889037,5.7016270284402314e-108,0.8533437122540379
Selection 2,Slingshot,True,10,WBGene00001854,hil-3,-0.6392695978400614,-0.6392695978400614,-0.675014111615477,8.623875467453699e-131,0.8533437122540379
Selection 2,Slingshot,True,11,WBGene00004207,ptb-1,0.6236396365193242,0.6236396365193242,0.7048105934414396,1.388020899405677e-147,0.8533437122540379
Selection 2,Slingshot,True,12,WBGene00012616,dct-14,0.6202545212760455,0.6202545212760455,0.7061238503076447,2.3316814095279196e-148,0.8533437122540379
Selection 2,Slingshot,True,13,WBGene00000503,cht-1,-0.6188897804572127,-0.6188897804572127,-0.5642328326001576,1.187608780476232e-82,0.8533437122540379
Selection 2,Slingshot,True,14,WBGene00016297,fbxc-15,0.6121572647958399,0.6121572647958399,0.6253795404710831,7.380263391827526e-107,0.8533437122540379
Selection 2,Slingshot,True,15,WBGene00016397,maph-9,0.6115233071473402,0.6115233071473402,0.6604563959628531,2.4802636406962646e-123,0.8533437122540379
Selection 2,Slingshot,True,16,WBGene00011545,T06G6.3,0.6069166800363553,0.6069166800363553,0.6991264292290627,3.1653618803789346e-144,0.8533437122540379
Selection 2,Slingshot,True,17,WBGene00002255,lbp-3,-0.6053952122380699,-0.6053952122380699,-0.5584916848534871,1.1977796087782233e-80,0.8533437122540379
Selection 2,Slingshot,True,18,WBGene00249817,F42G8.19,0.6037113347379015,0.6037113347379015,0.6847991469318203,4.647025076760897e-136,0.8533437122540379
Selection 2,Slingshot,True,19,WBGene00044020,ZK856.14,0.5984266307978833,0.5984266307978833,0.6839416540873192,1.3402920407551312e-135,0.8533437122540379
Selection 2,Slingshot,True,20,WBGene00021911,Y55B1BR.1,0.5876471782305159,0.5876471782305159,0.6724669693423395,1.7889376020410092e-129,0.8533437122540379
Selection 2,Slingshot,True,21,WBGene00044387,C27A2.8,0.5817137593625114,0.5817137593625114,0.6677046193538799,5.357342200507023e-127,0.8533437122540379
Selection 2,Slingshot,True,22,WBGene00022295,cng-2,0.5792020144709612,0.5792020144709612,0.6483250245449168,2.2172747090044963e-117,0.8533437122540379
Selection 2,Slingshot,True,23,WBGene00017985,neg-1,0.5707970164807449,0.5707970164807449,0.6364662797716107,8.255324874223206e-112,0.8533437122540379
Selection 2,Slingshot,True,24,WBGene00009529,F38B2.2,0.56487375959814,0.56487375959814,0.6517060560387548,5.253096235687242e-119,0.8533437122540379
Selection 2,Slingshot,True,25,WBGene00010236,F58B4.3,0.5557764333964569,0.5557764333964569,0.6452914832716927,6.231389106962027e-116,0.8533437122540379
Selection 2,Slingshot,True,26,WBGene00003377,mls-2,0.5399898178932975,0.5399898178932975,0.6149932875347771,2.2829041098464315e-102,0.8533437122540379
Selection 2,Slingshot,True,27,WBGene00194689,Y38H6C.24,0.5198215035868353,0.5198215035868353,0.5931533796711713,1.8090341450878018e-93,0.8533437122540379
Selection 2,Slingshot,True,28,WBGene00016016,C23G10.10,0.5197606543018988,0.5197606543018988,0.5984685627956953,1.4168455310297034e-95,0.8533437122540379
Selection 2,Slingshot,True,29,WBGene00219421,Y66D12A.30,0.5128745847755597,0.5128745847755597,0.5862197299626164,8.630072503718531e-91,0.8533437122540379
Selection 2,Slingshot,True,30,WBGene00010349,dyf-18,0.5121881024942131,0.5121881024942131,0.5568277954917551,4.489917558776987e-80,0.8533437122540379
Selection 2,Slingshot,True,31,WBGene00219300,W10G6.6,0.5050873031113999,0.5050873031113999,0.5638595170424521,1.5978105178273335e-82,0.8533437122540379
Selection 2,Slingshot,True,32,WBGene00016328,pde-5,0.5008370042495663,0.5008370042495663,0.5620690791519435,6.800908729109904e-82,0.8533437122540379
Selection 2,Slingshot,True,33,WBGene00012328,W07G1.1,0.4999552698076659,0.4999552698076659,0.5633722231564429,2.36027025345614e-82,0.8533437122540379
Selection 2,Slingshot,True,34,WBGene00022144,pghm-1,0.4952012011376133,0.4952012011376133,0.5603572861035232,2.6923359241642867e-81,0.8533437122540379
Selection 2,Slingshot,True,35,WBGene00010864,xbx-3,0.4903222045715442,0.4903222045715442,0.5575823518893278,2.470543997203925e-80,0.8533437122540379
Selection 2,Slingshot,True,36,WBGene00006063,sto-1,-0.4830912694817887,-0.4830912694817887,-0.574864101760675,1.667223186150889e-86,0.8533437122540379
Selection 2,Monocle3 global,True,1,WBGene00007883,C33A12.4,0.8356265479444619,0.8356265479444619,0.8201714768305693,3.429493129977408e-239,0.8553029528585965
Selection 2,Monocle3 global,True,2,WBGene00002253,lbp-1,-0.8198022695283009,-0.8198022695283009,-0.7597997729267906,1.953909579516003e-184,0.8553029528585965
Selection 2,Monocle3 global,True,3,WBGene00001898,his-24,-0.7970503380483802,-0.7970503380483802,-0.7430778453154402,4.3770865821041806e-172,0.8553029528585965
Selection 2,Monocle3 global,True,4,WBGene00016088,clec-266,-0.7538295779659488,-0.7538295779659488,-0.6489367538224703,2.5229090807143904e-117,0.8553029528585965
Selection 2,Monocle3 global,True,5,WBGene00001858,hil-7,0.7504148964023868,0.7504148964023868,0.6695274758763812,1.2340794334259956e-127,0.8553029528585965
Selection 2,Monocle3 global,True,6,WBGene00007934,C34E7.4,-0.7289791057745593,-0.7289791057745593,-0.6386392588133064,1.7222367909004506e-112,0.8553029528585965
Selection 2,Monocle3 global,True,7,WBGene00010647,K08C7.4,0.7166745099727477,0.7166745099727477,0.7181029477115081,2.446308312332907e-155,0.8553029528585965
Selection 2,Monocle3 global,True,8,WBGene00020772,T24E12.2,0.6952545922248315,0.6952545922248315,0.5693352380610989,2.501042366761408e-84,0.8553029528585965
Selection 2,Monocle3 global,True,9,WBGene00009156,clec-196,-0.6589553909894867,-0.6589553909894867,-0.6020670428842491,8.860370495417185e-97,0.8553029528585965
Selection 2,Monocle3 global,True,10,WBGene00001854,hil-3,-0.6392695978400614,-0.6392695978400614,-0.5835242036836829,1.527360947325838e-89,0.8553029528585965
Selection 2,Monocle3 global,True,11,WBGene00008066,fbxb-65,-0.6249370916736567,-0.6249370916736567,-0.563420929239941,3.295132700737984e-82,0.8553029528585965
Selection 2,Monocle3 global,True,12,WBGene00004207,ptb-1,0.6236396365193242,0.6236396365193242,0.6697863544470226,9.59006405098283e-128,0.8553029528585965
Selection 2,Monocle3 global,True,13,WBGene00012616,dct-14,0.6202545212760455,0.6202545212760455,0.6130627251043945,2.5848003517084646e-101,0.8553029528585965
Selection 2,Monocle3 global,True,14,WBGene00000503,cht-1,-0.6188897804572127,-0.6188897804572127,-0.524813714032266,2.0572003238499408e-69,0.8553029528585965
Selection 2,Monocle3 global,True,15,WBGene00016297,fbxc-15,0.6121572647958399,0.6121572647958399,0.5489675438302543,3.2308293314418035e-77,0.8553029528585965
Selection 2,Monocle3 global,True,16,WBGene00016397,maph-9,0.6115233071473402,0.6115233071473402,0.5916327692925542,1.2609692513919793e-92,0.8553029528585965
Selection 2,Monocle3 global,True,17,WBGene00011545,T06G6.3,0.6069166800363553,0.6069166800363553,0.5928476684880337,4.279541504057492e-93,0.8553029528585965
Selection 2,Monocle3 global,True,18,WBGene00002255,lbp-3,-0.6053952122380699,-0.6053952122380699,-0.5461058976107829,2.9208233381286924e-76,0.8553029528585965
Selection 2,Monocle3 global,True,19,WBGene00249817,F42G8.19,0.6037113347379015,0.6037113347379015,0.6169305644222859,6.425259111563986e-103,0.8553029528585965
Selection 2,Monocle3 global,True,20,WBGene00044020,ZK856.14,0.5984266307978833,0.5984266307978833,0.589390205370131,9.13652480320538e-92,0.8553029528585965
Selection 2,Monocle3 global,True,21,WBGene00021911,Y55B1BR.1,0.5876471782305159,0.5876471782305159,0.5720131334894867,2.7806267932624547e-85,0.8553029528585965
Selection 2,Monocle3 global,True,22,WBGene00044387,C27A2.8,0.5817137593625114,0.5817137593625114,0.586255560450188,1.4762245711236508e-90,0.8553029528585965
Selection 2,Monocle3 global,True,23,WBGene00022295,cng-2,0.5792020144709612,0.5792020144709612,0.5784066285300161,1.3083246223375873e-87,0.8553029528585965
Selection 2,Monocle3 global,True,24,WBGene00017985,neg-1,0.5707970164807449,0.5707970164807449,0.5704604602195342,1.0035260343292536e-84,0.8553029528585965
Selection 2,Monocle3 global,True,25,WBGene00009529,F38B2.2,0.56487375959814,0.56487375959814,0.538924355964062,6.5298085526282595e-74,0.8553029528585965
Selection 2,Monocle3 global,True,26,WBGene00010236,F58B4.3,0.5557764333964569,0.5557764333964569,0.5605618338488016,3.2659875365216677e-81,0.8553029528585965
Selection 2,Monocle3 global,True,27,WBGene00003377,mls-2,0.5399898178932975,0.5399898178932975,0.577550205181792,2.641431502641491e-87,0.8553029528585965
Selection 2,Monocle3 global,True,28,WBGene00194689,Y38H6C.24,0.5198215035868353,0.5198215035868353,0.5125005115851871,1.1640149513658224e-65,0.8553029528585965
Selection 2,Monocle3 global,True,29,WBGene00016016,C23G10.10,0.5197606543018988,0.5197606543018988,0.5165554112047177,7.112127041714472e-67,0.8553029528585965
Selection 2,Monocle3 global,True,30,WBGene00016328,pde-5,0.5008370042495663,0.5008370042495663,0.5129868723700942,8.399324997953464e-66,0.8553029528585965
Selection 2,Monocle3 global,True,31,WBGene00022144,pghm-1,0.4952012011376133,0.4952012011376133,0.5078877658228038,2.579051102967347e-64,0.8553029528585965
Selection 2,Monocle3 global,True,32,WBGene00006063,sto-1,-0.4830912694817887,-0.4830912694817887,-0.5331429448944238,4.795048259303975e-72,0.8553029528585965
Selection 2,Monocle3 partitioned,False,1,WBGene00007883,C33A12.4,0.8356265479444619,0.8356265479444619,-0.2268448503635729,8.500785372826211e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,2,WBGene00001858,hil-7,0.7504148964023868,0.7504148964023868,0.2230423757323908,1.9645865538049175e-10,0.048977735004910955
Selection 2,Monocle3 partitioned,False,3,WBGene00007934,C34E7.4,-0.7289791057745593,-0.7289791057745593,-0.27983850532225957,1.241575781130097e-16,0.048977735004910955
Selection 2,Monocle3 partitioned,False,4,WBGene00010647,K08C7.4,0.7166745099727477,0.7166745099727477,-0.3716706432204698,2.3504193265749557e-30,0.048977735004910955
Selection 2,Monocle3 partitioned,False,5,WBGene00009156,clec-196,-0.6589553909894867,-0.6589553909894867,-0.20197722855761593,1.6150976653133115e-08,0.048977735004910955
Selection 2,Monocle3 partitioned,False,6,WBGene00001854,hil-3,-0.6392695978400614,-0.6392695978400614,0.2216633567360873,2.5762255639793807e-10,0.048977735004910955
Selection 2,Monocle3 partitioned,False,7,WBGene00004207,ptb-1,0.6236396365193242,0.6236396365193242,-0.34201694759441087,2.6363605907284123e-25,0.048977735004910955
Selection 2,Monocle3 partitioned,False,8,WBGene00012616,dct-14,0.6202545212760455,0.6202545212760455,-0.2989306678618003,5.133316963586562e-19,0.048977735004910955
Selection 2,Monocle3 partitioned,False,9,WBGene00016397,maph-9,0.6115233071473402,0.6115233071473402,-0.2022094052757427,1.5847762392072888e-08,0.048977735004910955
Selection 2,Monocle3 partitioned,False,10,WBGene00011545,T06G6.3,0.6069166800363553,0.6069166800363553,-0.2666437956340191,4.9635698409568105e-15,0.048977735004910955
Selection 2,Monocle3 partitioned,False,11,WBGene00002255,lbp-3,-0.6053952122380699,-0.6053952122380699,-0.2275928472009623,7.316269888942991e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,12,WBGene00249817,F42G8.19,0.6037113347379015,0.6037113347379015,-0.27220444150677325,1.1327919790777836e-15,0.048977735004910955
Selection 2,Monocle3 partitioned,False,13,WBGene00044020,ZK856.14,0.5984266307978833,0.5984266307978833,-0.25043369923149505,3.3229637979057005e-13,0.048977735004910955
Selection 2,Monocle3 partitioned,False,14,WBGene00021911,Y55B1BR.1,0.5876471782305159,0.5876471782305159,-0.27786547754379987,2.1678090935194293e-16,0.048977735004910955
Selection 2,Monocle3 partitioned,False,15,WBGene00044387,C27A2.8,0.5817137593625114,0.5817137593625114,-0.21239242803815742,1.906182933789915e-09,0.048977735004910955
Selection 2,Monocle3 partitioned,False,16,WBGene00022295,cng-2,0.5792020144709612,0.5792020144709612,-0.2400660186975091,3.774925209683755e-12,0.048977735004910955
Selection 2,Monocle3 partitioned,False,17,WBGene00017985,neg-1,0.5707970164807449,0.5707970164807449,-0.31102705080417015,1.125926108975614e-20,0.048977735004910955
Selection 2,Monocle3 partitioned,False,18,WBGene00009529,F38B2.2,0.56487375959814,0.56487375959814,-0.25172549786181253,2.4331159163054376e-13,0.048977735004910955
Selection 2,Monocle3 partitioned,False,19,WBGene00010236,F58B4.3,0.5557764333964569,0.5557764333964569,-0.24175254706231797,2.620314325758123e-12,0.048977735004910955
Selection 2,Monocle3 partitioned,False,20,WBGene00194689,Y38H6C.24,0.5198215035868353,0.5198215035868353,-0.22575390808401366,1.0731081560740446e-10,0.048977735004910955
Selection 2,Monocle3 partitioned,False,21,WBGene00016016,C23G10.10,0.5197606543018988,0.5197606543018988,-0.23489686143807115,1.308053383911471e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,22,WBGene00219421,Y66D12A.30,0.5128745847755597,0.5128745847755597,-0.24170132052836982,2.620314325758123e-12,0.048977735004910955
Selection 2,Monocle3 partitioned,False,23,WBGene00219300,W10G6.6,0.5050873031113999,0.5050873031113999,-0.2626195131311324,1.5200116453808425e-14,0.048977735004910955
Selection 2,Monocle3 partitioned,False,24,WBGene00016328,pde-5,0.5008370042495663,0.5008370042495663,-0.2925105183437672,2.9952781382483934e-18,0.048977735004910955
Selection 2,Monocle3 partitioned,False,25,WBGene00017411,F13A2.2,0.4982701379908153,0.4982701379908153,-0.2904756385262177,5.441953132723437e-18,0.048977735004910955
Selection 2,Monocle3 partitioned,False,26,WBGene00269432,ZC132.11,0.4859322624117085,0.4859322624117085,-0.22649484205703638,9.111263039577626e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,27,WBGene00006063,sto-1,-0.4830912694817887,-0.4830912694817887,0.5022784577130028,1.1319283901504707e-60,0.048977735004910955
Selection 2,Monocle3 partitioned,False,28,WBGene00007058,dmd-6,0.4814143521696249,0.4814143521696249,-0.23128189614410444,3.061076005495405e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,29,WBGene00016254,fbxb-114,0.4753009371883336,0.4753009371883336,-0.2118502220738216,2.1288226578100376e-09,0.048977735004910955
Selection 2,Monocle3 partitioned,False,30,WBGene00044238,C30H6.12,0.461767406987954,0.461767406987954,-0.20170239741733703,1.6957534437135336e-08,0.048977735004910955
Selection 2,Monocle3 partitioned,False,31,WBGene00009716,F44G4.7,0.4606737246402992,0.4606737246402992,-0.20707561504837416,5.946822959439161e-09,0.048977735004910955
Selection 2,Monocle3 partitioned,False,32,WBGene00016321,tppp-1,0.4589077830749194,0.4589077830749194,-0.22216887867467064,2.382692720991738e-10,0.048977735004910955
Selection 2,Monocle3 partitioned,False,33,WBGene00044419,fbxc-17,0.4543030122929026,0.4543030122929026,-0.2293741518994925,4.815020490055611e-11,0.048977735004910955
Selection 2,Monocle3 partitioned,False,34,WBGene00010102,F55C9.5,-0.4511330713567222,-0.4511330713567222,-0.20216047330018241,1.5849689912249137e-08,0.048977735004910955
Selection 2,Monocle3 partitioned,False,35,WBGene00017900,F28E10.1,0.4484577568201127,0.4484577568201127,-0.24784665456149826,6.206945378578864e-13,0.048977735004910955
Selection 2,Monocle3 partitioned,False,36,WBGene00007253,C01H6.3,0.4481208342714723,0.4481208342714723,-0.23724420700445809,7.356477691467962e-12,0.048977735004910955
Selection 2,Monocle3 partitioned,False,37,WBGene00005655,srr-4,0.441956374451567,0.441956374451567,-0.22515421575501784,1.2212762865464935e-10,0.048977735004910955
Selection 2,Monocle3 partitioned,False,38,WBGene00010100,F55C9.3,-0.4278081064562549,-0.4278081064562549,-0.2431202818699446,1.9251370868451124e-12,0.048977735004910955
Selection 2,Monocle3 partitioned,False,39,WBGene00006428,tkr-3,0.3766050290162152,0.3766050290162152,-0.20598064224565088,7.312479485085217e-09,0.048977735004910955
Selection 2,Monocle3 partitioned,False,40,WBGene00018352,fbxc-20,0.3649201695268896,0.3649201695268896,0.2716040940048909,1.3006022493082122e-15,0.048977735004910955
Selection 2,Monocle3 partitioned,False,41,WBGene00016979,C56G2.4,0.3438336573460445,0.3438336573460445,-0.2435932823583497,1.7376754321557758e-12,0.048977735004910955
Selection 3,PAGA/DPT,True,1,WBGene00007883,C33A12.4,0.8567820659020382,0.8567820659020382,0.9061525567532075,3.9581269645753435e-178,0.9888714085627963
Selection 3,PAGA/DPT,True,2,WBGene00002085,ins-2,-0.8473933642588372,-0.8473933642588372,-0.7598857007849333,2.8675863514333187e-89,0.9888714085627963
Selection 3,PAGA/DPT,True,3,WBGene00000468,ces-1,-0.8426169526859847,-0.8426169526859847,-0.8308563828494681,2.2449829574041196e-121,0.9888714085627963
Selection 3,PAGA/DPT,True,4,WBGene00045386,C02B4.4,0.8423939794455813,0.8423939794455813,0.9285987411854936,3.625467815620745e-205,0.9888714085627963
Selection 3,PAGA/DPT,True,5,WBGene00016114,flp-27,0.796130915478436,0.796130915478436,0.868045595005632,4.207733052722101e-145,0.9888714085627963
Selection 3,PAGA/DPT,True,6,WBGene00003890,osm-10,0.7776495410318249,0.7776495410318249,0.8720932166752063,5.89058703995785e-148,0.9888714085627963
Selection 3,PAGA/DPT,True,7,WBGene00010848,M04B2.6,0.7748572582096437,0.7748572582096437,0.8708697691503239,3.98002025572661e-147,0.9888714085627963
Selection 3,PAGA/DPT,True,8,WBGene00001898,his-24,-0.7686386496892744,-0.7686386496892744,-0.6992348791926508,1.367675836556008e-69,0.9888714085627963
Selection 3,PAGA/DPT,True,9,WBGene00019324,K02F2.5,0.7535032561463731,0.7535032561463731,0.823041754532688,3.756861342836996e-117,0.9888714085627963
Selection 3,PAGA/DPT,True,10,WBGene00235158,Y37E3.30,-0.7252350196876678,-0.7252350196876678,-0.6617245888119766,8.064253485872211e-60,0.9888714085627963
Selection 3,PAGA/DPT,True,11,WBGene00017671,pgal-1,0.722529761166961,0.722529761166961,0.8144892945382327,9.380727834668779e-113,0.9888714085627963
Selection 3,PAGA/DPT,True,12,WBGene00022144,pghm-1,0.7158217926270573,0.7158217926270573,0.7596355275201947,3.3914646331601174e-89,0.9888714085627963
Selection 3,PAGA/DPT,True,13,WBGene00249817,F42G8.19,0.7113451736001233,0.7113451736001233,0.7732002271114831,2.3751020493894563e-94,0.9888714085627963
Selection 3,PAGA/DPT,True,14,WBGene00004207,ptb-1,0.7016811948998747,0.7016811948998747,0.735152344218163,1.2681352160288036e-80,0.9888714085627963
Selection 3,PAGA/DPT,True,15,WBGene00001854,hil-3,-0.6929824162320763,-0.6929824162320763,-0.5938914831309482,3.38651493536092e-45,0.9888714085627963
Selection 3,PAGA/DPT,True,16,WBGene00006063,sto-1,-0.6913021891157933,-0.6913021891157933,-0.7965751995777524,3.124167714273878e-104,0.9888714085627963
Selection 3,PAGA/DPT,True,17,WBGene00012853,Y44A6D.2,0.6830206133692848,0.6830206133692848,0.6907622948252312,2.8806923928785494e-67,0.9888714085627963
Selection 3,PAGA/DPT,True,18,WBGene00006985,zig-8,0.6747634131355175,0.6747634131355175,0.7480352732462207,5.141554220815312e-85,0.9888714085627963
Selection 3,PAGA/DPT,True,19,WBGene00011289,R102.2,0.6701998022327849,0.6701998022327849,0.7334459664628683,4.533057595922064e-80,0.9888714085627963
Selection 3,PAGA/DPT,True,20,WBGene00009901,F49E12.8,0.6497329216610847,0.6497329216610847,0.7310776721711701,2.652484560865615e-79,0.9888714085627963
Selection 3,PAGA/DPT,True,21,WBGene00012382,ttr-16,0.6489890838078151,0.6489890838078151,0.6937926036259943,4.485358863332247e-68,0.9888714085627963
Selection 3,PAGA/DPT,True,22,WBGene00002253,lbp-1,-0.6339298250380475,-0.6339298250380475,-0.61770630167313,6.589907400892888e-50,0.9888714085627963
Selection 3,PAGA/DPT,True,23,WBGene00194921,ZK742.7,0.6212801010545093,0.6212801010545093,0.704007992315569,5.868500747176909e-71,0.9888714085627963
Selection 3,PAGA/DPT,True,24,WBGene00005655,srr-4,0.6168564079774034,0.6168564079774034,0.6789427747407651,3.706614034252396e-64,0.9888714085627963
Selection 3,PAGA/DPT,True,25,WBGene00010239,F58B4.6,0.6143766559305498,0.6143766559305498,0.6698799399144215,7.915241676935264e-62,0.9888714085627963
